name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,set_enum,is_masters,is_booster,oracle_len,exp,pred
Viashino Sandscout,0,1,0,0,0,0,0,0,2.0,1999,2007,3.0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,16252.0,2,2,1,0,1.0,206.0,0,0
Skyship Plunderer,0,1,0,0,0,0,0,0,2.0,2017,2017,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,7243.0,2,2,2,0,1.0,182.0,0,0
Bitterblade Warrior,0,1,0,0,0,0,0,0,2.0,2017,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,13957.0,2,2,2,0,1.0,178.0,0,0
Putrid Leech,0,1,0,0,0,0,0,0,2.0,2009,2014,3.0,0,0,1,0,1,0,1,1,0,1,1,0,1,4,14159.0,2,2,6,0,0.0,97.0,0,0
Wall of Roots,0,1,0,0,0,0,0,0,2.0,1996,2017,5.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,1752.0,0,0,4,1,1.0,98.0,0,0
Seeker,0,0,0,0,0,1,0,0,4.0,1994,1995,4.0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,16718.0,-5,-5,1,0,1.0,105.0,0,0
Skirge Familiar,0,1,0,0,0,0,0,0,5.0,1998,1998,1.0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,3571.0,3,3,4,1,1.0,31.0,1,0
Heartless Hidetsugu,1,1,0,0,0,0,0,0,5.0,2005,2014,2.0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1667.0,4,4,7,0,1.0,106.0,1,1
Sire of Insanity,0,1,0,0,0,0,0,0,6.0,2013,2013,1.0,0,0,1,1,0,0,1,1,1,1,0,0,0,2,1855.0,6,6,2,0,1.0,67.0,0,0
Umara Mystic,0,1,0,0,0,0,0,0,3.0,2020,2020,1.0,0,1,0,1,0,1,1,1,1,1,0,0,0,3,20207.0,1,1,2,0,1.0,105.0,0,0
Customs Depot,0,0,0,0,0,1,0,0,2.0,1999,1999,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,15648.0,-5,-5,2,0,1.0,97.0,0,0
Halfdane,1,1,0,0,0,0,0,0,4.0,1994,1994,1.0,1,1,1,0,0,0,1,0,0,1,0,1,1,2,13966.0,3,3,4,1,1.0,176.0,1,1
Roar of the Crowd,0,0,0,1,0,0,0,0,4.0,2008,2008,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,9623.0,-5,-5,2,0,1.0,134.0,0,0
Mammoth Umbra,0,0,0,0,0,1,0,0,5.0,2010,2018,4.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,5432.0,-5,-5,4,1,1.0,178.0,0,0
Infernal Contract,0,0,0,1,0,0,0,0,3.0,1996,2006,5.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,8737.0,-5,-5,1,0,1.0,53.0,0,0
Ancestral Memories,0,0,0,1,0,0,0,0,5.0,1996,2001,4.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,11784.0,-5,-5,1,0,1.0,109.0,0,0
Sarcomancy,0,0,0,0,0,1,0,0,1.0,1997,1997,1.0,0,0,1,0,0,0,1,0,0,1,0,1,1,3,14986.0,-5,-5,4,1,1.0,192.0,1,0
Depose // Deploy,0,0,1,0,0,0,0,0,6.0,2019,2019,1.0,1,1,0,0,0,0,1,1,1,1,0,0,0,3,18886.0,-5,-5,2,0,1.0,0.0,0,0
Craven Knight,0,1,0,0,0,0,0,0,2.0,1997,1997,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,19895.0,2,2,5,0,1.0,26.0,0,0
Dispatch,0,0,1,0,0,0,0,0,1.0,2011,2015,2.0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,1648.0,-5,-5,4,1,1.0,94.0,1,0
Arc Lightning,0,0,0,1,0,0,0,0,3.0,1998,2015,6.0,0,0,0,1,0,0,1,1,1,1,1,0,1,3,9523.0,-5,-5,2,0,1.0,84.0,0,0
Triangle of War,0,0,0,0,0,0,0,1,1.0,1997,1997,1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,12424.0,-5,-5,4,1,1.0,157.0,0,1
Trained Pronghorn,0,1,0,0,0,0,0,0,2.0,2002,2002,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,17045.0,1,1,2,0,1.0,86.0,0,0
Guardian Seraph,0,1,0,0,0,0,0,0,4.0,2009,2009,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,9940.0,3,3,1,0,1.0,91.0,0,0
Nourishing Shoal,0,0,1,0,0,0,0,0,2.0,2005,2018,2.0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,12662.0,-5,-5,4,1,1.0,125.0,0,0
Rakdos Charm,0,0,1,0,0,0,0,0,2.0,2012,2019,4.0,0,0,1,1,0,0,1,1,1,1,0,0,1,3,406.0,-5,-5,3,0,0.0,139.0,0,0
Tainted Remedy,0,0,0,0,0,1,0,0,3.0,2015,2015,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,2799.0,-5,-5,1,0,1.0,73.0,1,0
Knight of the Last Breath,0,1,0,0,0,0,0,0,7.0,2019,2019,1.0,1,0,1,0,0,0,1,1,1,1,0,0,0,3,9964.0,4,4,2,0,1.0,213.0,0,0
Rofellos's Gift,0,0,0,1,0,0,0,0,1.0,1999,1999,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,12552.0,-5,-5,2,0,1.0,139.0,0,0
Pyramids,0,0,0,0,0,0,0,1,6.0,1993,1993,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,19123.0,-5,-5,2,0,1.0,157.0,1,1
Sylvan Primordial,0,1,0,0,0,0,0,0,7.0,2013,2013,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,13326.0,6,6,2,0,1.0,281.0,0,0
Skullknocker Ogre,0,1,0,0,0,0,0,0,4.0,2019,2019,1.0,0,0,0,1,0,1,1,1,1,1,0,0,0,3,17886.0,4,4,2,0,1.0,132.0,0,0
"Rakdos, the Showstopper",1,1,0,0,0,0,0,0,6.0,2019,2019,2.0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,4341.0,6,6,2,0,1.0,182.0,0,0
Trenching Steed,0,1,0,0,0,0,0,0,4.0,2000,2000,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,17652.0,2,2,2,0,1.0,63.0,0,0
Nimble Trapfinder,0,1,0,0,0,0,0,0,2.0,2020,2020,4.0,0,1,0,0,0,1,1,1,1,1,0,0,0,2,19283.0,2,2,2,0,1.0,322.0,0,0
Scourge of Kher Ridges,0,1,0,0,0,0,0,0,8.0,2007,2007,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,6630.0,6,6,2,0,1.0,167.0,1,1
"Athreos, Shroud-Veiled",1,1,0,0,0,1,0,0,6.0,2020,2020,1.0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,3176.0,4,4,2,0,0.0,315.0,1,1
Runed Arch,0,0,0,0,0,0,0,1,3.0,1995,1995,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,18243.0,-5,-5,2,0,1.0,141.0,0,0
Leovold's Operative,0,1,0,0,0,0,0,0,3.0,2016,2016,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,20309.0,3,3,7,0,1.0,261.0,0,0
Oath of Mages,0,0,0,0,0,1,0,0,2.0,1998,1998,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,12464.0,-5,-5,2,0,1.0,205.0,0,0
Fraying Omnipotence,0,0,0,1,0,0,0,0,5.0,2018,2018,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,4239.0,-5,-5,1,0,1.0,147.0,0,0
Pattern of Rebirth,0,0,0,0,0,1,0,0,4.0,1999,2018,2.0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,2235.0,-5,-5,4,1,1.0,183.0,1,1
Manriki-Gusari,0,0,0,0,0,0,0,1,2.0,2005,2005,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,11191.0,-5,-5,2,0,1.0,150.0,0,0
Sight of the Scalelords,0,0,0,0,0,1,0,0,5.0,2015,2015,1.0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,4095.0,-5,-5,2,0,1.0,138.0,0,0
Disrupting Shoal,0,0,1,0,0,0,0,0,2.0,2005,2018,2.0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,8136.0,-5,-5,4,1,1.0,161.0,0,0
Drudge Beetle,0,1,0,0,0,0,0,0,2.0,2012,2012,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,16197.0,2,2,2,0,1.0,168.0,0,0
Thallid Shell-Dweller,0,1,0,0,0,0,0,0,2.0,2005,2013,4.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,4242.0,0,0,4,1,1.0,188.0,0,0
Titania's Boon,0,0,0,1,0,0,0,0,4.0,1998,1998,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,13134.0,-5,-5,2,0,1.0,49.0,0,0
Warren Pilferers,0,1,0,0,0,0,0,0,5.0,2007,2013,2.0,0,0,1,0,0,0,1,1,0,1,1,0,1,4,12820.0,3,3,4,1,1.0,186.0,0,0
Grave Bramble,0,1,0,0,0,0,0,0,3.0,2011,2020,2.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,16984.0,3,3,7,0,1.0,33.0,0,0
Eutropia the Twice-Favored,1,1,0,0,0,0,0,0,3.0,2020,2020,1.0,0,1,0,0,1,1,1,1,1,1,0,0,0,3,6543.0,2,2,2,0,1.0,168.0,0,0
Peregrine Mask,0,0,0,0,0,0,0,1,1.0,2005,2005,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,12103.0,-5,-5,2,0,1.0,67.0,0,0
Ali Baba,0,1,0,0,0,0,0,0,1.0,1993,1995,5.0,0,0,0,1,0,0,1,0,0,1,0,0,1,3,18856.0,1,1,1,0,1.0,21.0,0,0
Rhythm of the Wild,0,0,0,0,0,1,0,0,3.0,2019,2019,1.0,0,0,0,1,1,0,1,1,1,1,0,0,0,3,265.0,-5,-5,2,0,1.0,164.0,1,0
Barreling Attack,0,0,1,0,0,0,0,0,4.0,1996,1996,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,18298.0,-5,-5,2,0,1.0,157.0,0,0
Astral Cornucopia,0,0,0,0,0,0,0,1,0.0,2014,2018,3.0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,797.0,-5,-5,3,0,0.0,164.0,1,1
Censor,0,0,1,0,0,0,0,0,2.0,2017,2017,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,5144.0,-5,-5,2,0,1.0,103.0,0,0
Hallow,0,0,1,0,0,0,0,0,1.0,2004,2004,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,12630.0,-5,-5,2,0,1.0,107.0,0,0
Jerrard of the Closed Fist,1,1,0,0,0,0,0,0,6.0,1994,1994,1.0,0,0,0,1,1,0,1,0,0,1,1,0,1,4,16991.0,6,6,4,1,1.0,0.0,1,1
Saskia the Unyielding,1,1,0,0,0,0,0,0,4.0,2016,2020,2.0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,3062.0,3,3,3,0,0.0,195.0,1,1
Shell Skulkin,0,1,0,0,0,0,0,1,4.0,2008,2008,1.0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,7229.0,3,3,2,0,1.0,106.0,0,0
Wintermoor Commander,0,1,0,0,0,0,0,0,2.0,2019,2019,1.0,1,0,1,0,0,1,1,1,1,1,0,0,0,3,4781.0,2,2,2,0,1.0,261.0,0,0
Puncturing Blow,0,0,0,1,0,0,0,0,4.0,2017,2017,1.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,13322.0,-5,-5,2,0,1.0,106.0,0,0
Maverick Thopterist,0,1,0,0,0,0,0,0,5.0,2017,2019,4.0,0,1,0,1,0,0,1,1,1,1,0,0,1,3,6113.0,2,2,3,0,0.0,252.0,0,0
Stromgald Crusader,0,1,0,0,0,0,0,0,2.0,2006,2006,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,11981.0,2,2,2,0,1.0,134.0,1,0
Deathless Behemoth,0,1,0,0,0,0,0,0,6.0,2015,2015,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,9069.0,6,6,2,0,1.0,161.0,0,0
Nagging Thoughts,0,0,0,1,0,0,0,0,2.0,2016,2019,2.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,10959.0,-5,-5,2,0,1.0,247.0,0,0
Coral Helm,0,0,0,0,0,0,0,1,3.0,1994,1997,6.0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,19893.0,-5,-5,4,1,1.0,76.0,0,0
Scab-Clan Mauler,0,1,0,0,0,0,0,0,2.0,2005,2019,4.0,0,0,0,1,1,0,1,1,0,1,1,0,0,4,14165.0,1,1,2,0,1.0,134.0,0,0
Mudbrawler Cohort,0,1,0,0,0,0,0,0,2.0,2008,2008,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,13583.0,1,1,2,0,1.0,79.0,0,0
Trigon of Mending,0,0,0,0,0,0,0,1,2.0,2010,2010,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,18134.0,-5,-5,2,0,1.0,216.0,0,0
"Lazav, Dimir Mastermind",1,1,0,0,0,0,0,0,4.0,2013,2018,2.0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,2298.0,3,3,2,0,1.0,278.0,1,1
Charging Monstrosaur,0,1,0,0,0,0,0,0,5.0,2017,2019,2.0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,4595.0,5,5,2,0,1.0,14.0,0,0
Lost Soul,0,1,0,0,0,0,0,0,3.0,1994,1999,8.0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,16795.0,2,2,1,0,1.0,88.0,0,0
Sporecap Spider,0,1,0,0,0,0,0,0,3.0,2010,2019,3.0,0,0,0,0,1,1,1,1,1,1,1,0,1,4,8428.0,1,1,2,0,1.0,5.0,0,0
Isolated Watchtower,0,0,0,0,1,0,0,0,0.0,2018,2019,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2350.0,-5,-5,3,0,0.0,245.0,0,0
Marhault Elsdragon,1,1,0,0,0,0,0,0,6.0,1994,1995,2.0,0,0,0,1,1,0,1,0,0,1,0,0,1,3,16490.0,4,4,4,1,1.0,131.0,0,0
Mire's Grasp,0,0,0,0,0,1,0,0,2.0,2020,2020,1.0,0,0,1,0,0,1,1,1,1,1,1,0,0,4,12022.0,-5,-5,2,0,1.0,47.0,0,0
Halimar Tidecaller,0,1,0,0,0,0,0,0,3.0,2015,2015,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,7946.0,2,2,2,0,1.0,160.0,0,0
Essence Fracture,0,0,0,1,0,0,0,0,5.0,2002,2002,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,16471.0,-5,-5,2,0,1.0,108.0,0,0
Daggerclaw Imp,0,1,0,0,0,0,0,0,3.0,2006,2015,4.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,19048.0,3,3,4,1,1.0,34.0,0,0
Mist of Stagnation,0,0,0,0,0,1,0,0,5.0,2002,2002,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,12326.0,-5,-5,2,0,1.0,199.0,0,0
Sunrise Sovereign,0,1,0,0,0,0,0,0,6.0,2007,2018,3.0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,7771.0,5,5,3,0,0.0,61.0,0,0
Mindlash Sliver,0,1,0,0,0,0,0,0,1.0,2006,2006,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,9187.0,1,1,2,0,1.0,78.0,0,0
Overburden,0,0,0,0,0,1,0,0,2.0,2000,2000,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4168.0,-5,-5,2,0,1.0,125.0,1,1
Genesis,0,1,0,0,0,0,0,0,5.0,2002,2019,3.0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,1542.0,4,4,7,0,1.0,158.0,0,1
Searing Blaze,0,0,1,0,0,0,0,0,2.0,2010,2012,3.0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,8281.0,-5,-5,6,0,0.0,329.0,0,0
Tower Drake,0,1,0,0,0,0,0,0,3.0,2000,2012,2.0,1,1,0,0,0,0,1,1,1,1,1,0,1,4,19675.0,2,2,2,0,1.0,53.0,0,0
Gird for Battle,0,0,0,1,0,0,0,0,1.0,2018,2020,2.0,1,0,0,0,0,0,1,1,1,1,0,0,1,3,8270.0,-5,-5,7,0,1.0,58.0,0,0
Zhur-Taa Swine,0,1,0,0,0,0,0,0,5.0,2013,2019,2.0,0,0,0,1,1,0,1,1,1,1,1,0,0,4,11049.0,5,5,2,0,1.0,102.0,0,0
Excavation,0,0,0,0,0,1,0,0,2.0,2000,2000,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,10021.0,-5,-5,2,0,1.0,73.0,0,0
Oath of Scholars,0,0,0,0,0,1,0,0,4.0,1998,1998,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,11732.0,-5,-5,2,0,1.0,200.0,0,0
Secret Salvage,0,0,0,1,0,0,0,0,5.0,2017,2017,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,4807.0,-5,-5,2,0,1.0,192.0,0,0
The Binding of the Titans,0,0,0,0,0,1,0,0,2.0,2020,2020,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,7204.0,-5,-5,2,0,1.0,307.0,0,0
Verdant Eidolon,0,1,0,0,0,0,0,0,4.0,2006,2018,2.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,11688.0,2,2,4,1,1.0,169.0,0,0
Centaur Vinecrasher,0,1,0,0,0,0,0,0,4.0,2015,2018,3.0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,3584.0,1,1,3,0,0.0,293.0,0,0
Kazuul's Toll Collector,0,1,0,0,0,0,0,0,3.0,2016,2020,2.0,0,0,0,1,0,0,1,1,1,1,1,0,1,4,7046.0,3,3,4,1,1.0,130.0,0,0
Countervailing Winds,0,0,1,0,0,0,0,0,3.0,2017,2017,1.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,3406.0,-5,-5,2,0,1.0,135.0,0,0
Kitesail Cleric,0,1,0,0,0,0,0,0,1.0,2020,2020,1.0,1,0,0,0,0,1,1,1,1,1,0,0,0,3,20000.0,1,1,2,0,1.0,174.0,0,0
Minds Aglow,0,0,0,1,0,0,0,0,1.0,2011,2018,3.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,2082.0,-5,-5,3,0,0.0,150.0,1,1
Mob Rule,0,0,0,1,0,0,0,0,6.0,2015,2015,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,2192.0,-5,-5,2,0,1.0,275.0,0,0
Firemantle Mage,0,1,0,0,0,0,0,0,3.0,2015,2015,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,6110.0,2,2,2,0,1.0,219.0,0,0
Warping Wail,0,0,1,0,0,0,0,0,2.0,2016,2016,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,2784.0,-5,-5,2,0,1.0,234.0,0,0
Energy Arc,0,0,1,0,0,0,0,0,2.0,1996,1996,1.0,1,1,0,0,0,0,1,0,0,1,0,0,1,3,11294.0,-5,-5,4,1,1.0,126.0,0,0
Oath of Chandra,1,0,0,0,0,1,0,0,2.0,2016,2016,2.0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,6602.0,-5,-5,2,0,1.0,259.0,0,0
Oasis Ritualist,0,1,0,0,0,0,0,0,4.0,2017,2017,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,9746.0,2,2,2,0,1.0,153.0,0,0
Liege of the Tangle,0,1,0,0,0,0,0,0,8.0,2010,2020,2.0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,4471.0,8,8,4,1,1.0,295.0,0,0
"Prahv, Spires of Order",0,0,0,0,1,0,0,0,0.0,2006,2006,1.0,1,1,0,0,0,0,1,1,0,1,0,0,0,3,6157.0,-5,-5,2,0,1.0,94.0,0,0
Horror of the Broken Lands,0,1,0,0,0,0,0,0,5.0,2017,2018,2.0,0,0,1,0,0,0,1,1,1,1,1,0,1,4,6902.0,4,4,4,1,1.0,151.0,0,0
Mirror Sheen,0,0,0,0,0,1,0,0,3.0,2008,2008,1.0,0,1,0,1,0,0,1,1,0,1,0,0,0,2,11684.0,-5,-5,2,0,1.0,110.0,0,0
Benefaction of Rhonas,0,0,0,1,0,0,0,0,3.0,2017,2017,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,8772.0,-5,-5,2,0,1.0,163.0,0,0
Thriving Bluff,0,0,0,0,1,0,0,0,0.0,2020,2020,1.0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,7190.0,-5,-5,7,0,1.0,164.0,0,0
Insatiable Souleater,0,1,0,0,0,0,0,1,4.0,2011,2011,1.0,0,0,0,0,1,0,1,1,0,1,1,0,0,4,17699.0,5,5,2,0,1.0,107.0,0,0
Disciple of Kangee,0,1,0,0,0,0,0,0,3.0,2001,2001,1.0,1,1,0,0,0,0,1,0,0,1,1,0,0,4,20102.0,2,2,2,0,1.0,74.0,0,0
Mogg Conscripts,0,1,0,0,0,0,0,0,1.0,1997,1997,1.0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,16801.0,2,2,4,1,1.0,75.0,0,0
Emissary of Despair,0,1,0,0,0,0,0,0,3.0,2004,2004,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,12572.0,2,2,2,0,1.0,125.0,0,0
Lotus Field,0,0,0,0,1,0,0,0,0.0,2019,2019,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1227.0,-5,-5,1,0,1.0,151.0,1,1
Waves of Aggression,0,0,0,1,0,0,0,0,5.0,2008,2008,1.0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,4493.0,-5,-5,2,0,1.0,259.0,1,1
Bloodcurdler,0,1,0,0,0,0,0,0,2.0,2001,2001,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,14848.0,1,1,2,0,1.0,224.0,0,0
Sorrow's Path,0,0,0,0,1,0,0,0,0.0,1994,1994,1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,14576.0,-5,-5,4,1,1.0,331.0,1,1
Benalish Missionary,0,1,0,0,0,0,0,0,1.0,1997,1997,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,16443.0,1,1,2,0,1.0,96.0,0,0
Kirtar's Wrath,0,0,0,1,0,0,0,0,6.0,2001,2017,4.0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,5528.0,-5,-5,3,0,0.0,251.0,0,0
Carpet of Flowers,0,0,0,0,0,1,0,0,1.0,1998,2019,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,477.0,-5,-5,2,0,1.0,196.0,1,1
Bontu's Monument,1,0,0,0,0,0,0,1,3.0,2017,2017,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,633.0,-5,-5,2,0,1.0,137.0,1,0
Maggot Therapy,0,0,0,0,0,1,0,0,3.0,1999,1999,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,19622.0,-5,-5,2,0,1.0,53.0,0,0
Dromoka's Gift,0,0,1,0,0,0,0,0,5.0,2015,2015,1.0,0,0,0,0,1,0,1,1,1,1,0,0,0,3,14331.0,-5,-5,2,0,1.0,118.0,0,0
Burlfist Oak,0,1,0,0,0,0,0,0,4.0,2020,2020,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,17190.0,2,2,1,0,1.0,68.0,0,0
Dega Disciple,0,1,0,0,0,0,0,0,1.0,2001,2001,1.0,1,0,1,1,0,0,1,0,0,1,1,0,0,4,19219.0,1,1,2,0,1.0,111.0,0,0
Earth Servant,0,1,0,0,0,0,0,0,6.0,2010,2012,2.0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,16279.0,4,4,6,0,0.0,55.0,0,0
Reverent Mantra,0,0,1,0,0,0,0,0,4.0,1999,1999,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,11135.0,-5,-5,2,0,1.0,168.0,0,0
In the Eye of Chaos,0,0,0,0,0,1,0,0,3.0,1994,1994,1.0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,11073.0,-5,-5,4,1,1.0,117.0,1,1
"Elspeth, Knight-Errant",1,0,0,0,0,0,1,0,4.0,2008,2018,5.0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1353.0,-5,-5,4,1,1.0,221.0,1,1
Rust,0,0,1,0,0,0,0,0,1.0,1994,1994,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,19482.0,-5,-5,2,0,1.0,93.0,0,0
Hypnotic Cloud,0,0,0,1,0,0,0,0,2.0,2000,2014,2.0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,17335.0,-5,-5,6,0,0.0,165.0,0,0
Akroan Hoplite,0,1,0,0,0,0,0,0,2.0,2013,2019,3.0,1,0,0,1,0,0,1,1,1,1,0,0,1,3,7875.0,1,1,7,0,1.0,123.0,0,0
Reality Acid,0,0,0,0,0,1,0,0,3.0,2007,2007,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,3153.0,-5,-5,2,0,1.0,290.0,0,0
Tajuru Pathwarden,0,1,0,0,0,0,0,0,5.0,2016,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,10919.0,5,5,2,0,1.0,18.0,0,0
Struggle // Survive,0,0,1,1,0,0,0,0,5.0,2017,2017,1.0,0,0,0,1,1,0,1,1,1,1,0,0,0,3,19326.0,-5,-5,2,0,1.0,0.0,0,0
Trading Post,0,0,0,0,0,0,0,1,4.0,2012,2019,6.0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,620.0,-5,-5,3,0,0.0,244.0,0,1
Durkwood Baloth,0,1,0,0,0,0,0,0,6.0,2006,2019,4.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,15518.0,5,5,4,1,1.0,252.0,0,0
Sin Collector,0,1,0,0,0,0,0,0,3.0,2013,2019,4.0,1,0,1,0,0,0,1,1,1,1,0,0,1,3,5279.0,2,2,4,1,1.0,145.0,0,0
Guul Draz Overseer,0,1,0,0,0,0,0,0,6.0,2015,2015,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,9392.0,3,3,2,0,1.0,211.0,0,0
From the Ashes,0,0,0,1,0,0,0,0,4.0,2013,2013,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,6007.0,-5,-5,3,0,0.0,222.0,1,0
Nantuko Husk,0,1,0,0,0,0,0,0,3.0,2002,2019,9.0,0,0,1,0,0,0,1,1,1,1,1,0,1,4,4590.0,2,2,1,0,1.0,64.0,0,0
Arms Dealer,0,1,0,0,0,0,0,0,3.0,1999,2012,2.0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,5106.0,1,1,1,0,1.0,74.0,0,0
Angel's Trumpet,0,0,0,0,0,0,0,1,3.0,1999,1999,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,6478.0,-5,-5,2,0,1.0,244.0,0,0
"Basandra, Battle Seraph",1,1,0,0,0,0,0,0,5.0,2011,2017,3.0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,3741.0,4,4,3,0,0.0,95.0,1,0
